n#010711,n02065599
n#064618,n11976715
n#013997,n02629716
n#023941,n04303852
a#016522,a02903281
n#046377,n08551984
n#045709,n08402339
n#023540,n04241394
n#052929,n09841400
n#055609,n10282374
n#004939,n00970478
v#012857,v02590910
a#017070,a02989754
a#004372,a00794426
n#031400,n05714894
n#022268,n04029416
n#030259,n05492259
a#009195,a01678729
a#010613,a01937390
a#007694,a01410363
n#030087,n05456732
n#080781,n15061171
n#019418,n03545585
n#059538,n10966665
n#022051,n03991062
n#000020,n00019046
n#023484,n04232800
n#010089,n01958435
n#043333,n07915918
a#016770,a02941957
n#013067,n02464327
n#007240,n01418794
v#003506,v00716345
n#019307,n03527000
v#013100,v02641741
v#003415,v00696852
n#082109,n15299097
n#079544,n14849655
a#008621,a01571363
a#009115,a01662510
n#040555,n07489925
n#026073,n04673668
n#049716,n09256272
a#012229,a02213144
v#002519,v00516584
r#000648,r00105775
a#003749,a00674021
n#044093,n08073243
a#011340,a02068946
a#016483,a02897158
n#044603,n08183541
n#023328,n04209133
a#004527,a00823971
n#012112,n02304797
n#062624,n11524451
a#013979,a02520925
n#081081,n15112425
n#070740,n13251424
n#008411,n01644373
n#028985,n05247178
n#060052,n11061853
n#038621,n07136578
v#008664,v01741446
a#012312,a02227663
n#069630,n13022709
n#075524,n14107085
n#030065,n05453267
a#013922,a02510446
n#051187,n09530629
a#016796,a02945971
n#034702,n06422364
n#027598,n04974859
n#003757,n00736786
n#001361,n00287889
n#051096,n09517890
n#014541,n02726017
v#001630,v00334803
v#006916,v01395049
a#011634,a02124886
a#008053,a01471002
a#000684,a00129103
n#013694,n02577823
n#067535,n12595452
n#003413,n00673347
a#004221,a00764484
n#028676,n05184810
n#069591,n13015040
n#081776,n15239033
a#016342,a02875282
n#082289,n80000175
n#072655,n13610046
a#006267,a01145862
n#046035,n08474120
n#005028,n00988893
a#006051,a01100394
n#026935,n04851421
n#014636,n02744423
a#005576,a01019587
v#000639,v00139729
n#049004,n09118639
v#003948,v00812298
n#057100,n10540526
r#002873,r00420827
n#047415,n08769645
n#047496,n08786432
v#009357,v01886228
n#047506,n08788326
n#070129,n13134680
n#001658,n00341243
n#010062,n01953361
v#003444,v00703184
n#015510,n02886907
n#012905,n02436993
n#023939,n04303497
a#005340,a00976339
n#069185,n12934685
v#013290,v02682567
n#059570,n10972495
n#049296,n09172910
n#073261,n13700662
n#046519,n08581122
a#018018,a03136699
n#073809,n13786413
n#003219,n00635422
n#049387,n09188383
n#078290,n14615822
n#007589,n01490360
a#001285,a00233756
n#060435,n11134115
n#013623,n02565324
v#009584,v01928838
v#006623,v01342536
n#032811,n06007046
a#014571,a02616997
n#041600,n07656866
v#004031,v00831273
r#003460,r00498293
n#053409,n09915834
a#012680,a02290714
n#033123,n06090540
n#044219,n08098499
v#009405,v01895263
n#022728,n04108908
n#063341,n11711764
n#009647,n01880152
n#018218,n03349469
v#009772,v01963942
n#056950,n10514962
a#009262,a01692222
n#078037,n14570091
n#033466,n06179290
v#004315,v00895641
n#060251,n11099729
v#003685,v00752764
n#038185,n07051728
n#045630,n08385989
n#008286,n01621127
n#003494,n00687135
n#042916,n07854707
a#010129,a01843746
n#045168,n08290928
v#013529,v02728570
n#068146,n12719684
n#017062,n03146777
n#016324,n03020692
n#075387,n14081941
n#044639,n08189089
n#010418,n02015797
n#010718,n02066950
n#050531,n09411189
n#075296,n14064984
n#019401,n03542333
n#069874,n13073526
n#025359,n04542715
n#011253,n02155448
n#059391,n10938019
n#000628,n00144778
v#013001,v02621244
n#006084,n01190561
a#014328,a02582269
n#074484,n13908021
n#041757,n07677860
n#073979,n13819074
n#008478,n01656078
v#005872,v01205153
n#039253,n07255174
n#082481,n80000367
n#004503,n00885764
a#016381,a02881438
n#010341,n02002875
n#042623,n07811416
n#040031,n07397761
n#069983,n13094381
n#069355,n12966193
n#009066,n01774097
v#010726,v02150039
n#061404,n11306175
n#048199,n08950907
n#001745,n00357680
v#002209,v00453554
n#075465,n14096724
n#047685,n08828432
a#014670,a02631812
n#008517,n01667432
a#005162,a00942871
n#014062,n02640626
n#080786,n15062057
n#050852,n09472268
v#000998,v00211396
n#034514,n06388579
a#000863,a00159498
n#021743,n03938725
n#076854,n14351759
n#034565,n06399126
v#004946,v01029760
n#006871,n01348075
n#020171,n03672521
n#056468,n10431122
n#018119,n03332989
n#007969,n01568019
n#028910,n05233420
n#058136,n10715136
n#060635,n11167952
n#020388,n03709206
v#010908,v02186360
n#060818,n11199234
n#016645,n03073832
v#009817,v01973125
n#021642,n03920989
n#061430,n11310321
n#007829,n01543936
n#048720,n09066375
n#035137,n06512099
n#016696,n03084834
n#011089,n02127678
n#054726,n10140169
n#024099,n04330189
n#059127,n10887420
n#029076,n05263183
n#074925,n13993210
n#035111,n06507454
v#009081,v01826723
v#003211,v00651480
v#012072,v02423183
n#001315,n00278221
n#018578,n03408340
n#041872,n07694839
a#000992,a00183932
n#065516,n12162758
n#010113,n01962350
v#012125,v02435311
a#002026,a00366526
n#044998,n08260691
n#010815,n02084071
n#004157,n00817680
n#023431,n04225031
a#010395,a01896046
v#006524,v01323202
n#011108,n02130795
v#013468,v02716567
v#006770,v01368126
n#012544,n02379908
n#015973,n02963692
n#015253,n02843909
v#009504,v01913849
n#020433,n03715892
n#076872,n14354257
n#038336,n07085072
a#008168,a01489454
n#074147,n13848149
a#015822,a02795399
n#029627,n05368278
n#028425,n05134353
n#036494,n06764867
n#040946,n07562651
n#071973,n13469526
n#031735,n05783041
n#064799,n12014524
n#008660,n01693175
n#016023,n02971167
n#054908,n10166762
n#021370,n03877674
a#017963,a03128472
n#053075,n09863620
n#050650,n09436299
n#041483,n07639577
v#008377,v01681723
n#021451,n03889726
n#043977,n08052227
n#061174,n11263803
n#020096,n03659122
n#056326,n10401639
n#047211,n08727806
n#056072,n10357907
a#004948,a00903449
a#013352,a02412059
n#061688,n11355247
n#074395,n13892048
n#031270,n05689645
n#020777,n03778459
n#073997,n13822735
v#012354,v02482889
n#042524,n07795751
n#068998,n12896000
n#057468,n10601840
a#013018,a02350205
n#042770,n07834507
n#065408,n12141037
a#004837,a00882312
n#062966,n11634393
n#035571,n06594904
v#012237,v02459173
n#065096,n12080395
n#040245,n07435713
n#056125,n10366692
v#012546,v02522864
n#030912,n05623181
n#072138,n13502205
n#065187,n12097746
a#003428,a00617510
n#076804,n14345455
n#070926,n13283485
n#004888,n00959992
r#000260,r00047392
n#013071,n02464965
n#083247,n80001147
a#000288,a00055340
n#016941,n03129123
n#047199,n08725454
n#037495,n06936823
a#014434,a02598494
n#026797,n04823258
n#035738,n06623481
a#017032,a02983891
n#022205,n04018951
n#051392,n09566904
n#033768,n06242048
n#022281,n04031166
n#051283,n09546145
a#007265,a01332070
v#005685,v01169433
n#082169,n80000055
n#009357,n01822423
a#004413,a00801616
n#024842,n04455652
n#030785,n05598707
n#008710,n01702256
n#074381,n13889602
a#017525,a03058754
n#036733,n06810020
n#035499,n06581823
n#053615,n09954246
n#012006,n02286089
n#056546,n10443482
n#041923,n07701715
r#000373,r00064946
v#005300,v01097192
n#033579,n06202429
n#051628,n09610173
n#065897,n12249821
n#020119,n03663069
n#056354,n10406391
n#067401,n12568506
n#031850,n05806498
n#018942,n03466162
r#001977,r00284890
n#079094,n14772007
n#076418,n14275661
a#009654,a01759362
a#003802,a00682521
a#000545,a00103447
v#001770,v00362610
n#076272,n14251435
v#010506,v02104161
a#003979,a00718635
n#021061,n03825673
n#026658,n04795252
a#012430,a02247489
n#038445,n07103402
n#030705,n05582305
a#012371,a02238128
v#003580,v00731789
a#012565,a02270342
a#006147,a01120654
n#070221,n13152742
n#014824,n02775689
n#029766,n05392348
n#062724,n11545524
n#039664,n07329568
n#056095,n10361390
a#001264,a00230076
a#006450,a01179547
n#024850,n04457157
a#013960,a02517713
n#003296,n00649992
n#012998,n02452225
n#000501,n00122106
n#076325,n14260774
a#018093,a03146602
n#014528,n02723491
a#016130,a02841776
n#000414,n00105479
n#071972,n13469317
n#000084,n00041614
n#019188,n03506727
n#050714,n09447917
v#012746,v02566227
v#010035,v02015031
a#015233,a02713715
n#007648,n01500721
a#004705,a00857206
n#082233,n80000119
n#077813,n14529835
n#041685,n07667872
n#073339,n13709700
n#041300,n07615289
n#032013,n05838765
n#049906,n09290444
n#001979,n00403334
n#032720,n05983347
n#019800,n03610524
n#034181,n06326797
a#013433,a02427882
a#004776,a00870614
v#008276,v01664172
n#065157,n12092629
r#000914,r00140168
n#079023,n14762248
v#000773,v00168217
n#047580,n08806617
v#003859,v00791506
n#064413,n11936946
n#054116,n10040049
a#011740,a02144436
v#001117,v00234988
n#045770,n08412265
n#081677,n15221818
a#007116,a01305929
v#001004,v00212790
n#003270,n00644967
n#075634,n14129579
v#013414,v02706478
v#006176,v01261371
r#000881,r00135902
r#000449,r00077747
a#000126,a00026294
n#056445,n10422540
v#001387,v00288563
n#031626,n05760751
n#079162,n14782919
n#079614,n14862064
n#070453,n13196545
n#027834,n05019499
a#013729,a02477335
v#011187,v02245765
n#002156,n00438338
r#003479,r00500355
n#076154,n14231022
v#010326,v02071457
n#067123,n12509297
n#068045,n12698905
n#039392,n07278365
n#079517,n14844169
n#005437,n01063234
v#011204,v02249147
v#004028,v00830648
a#014731,a02640908
n#068444,n12780852
n#072745,n13624190
v#009767,v01963130
n#001011,n00219575
a#000067,a00015480
v#010612,v02126382
n#025036,n04487894
n#073907,n13805020
n#077232,n14418662
a#000251,a00048858
a#000702,a00131692
n#023604,n04251701
n#048840,n09088151
n#021120,n03836191
n#067275,n12541606
a#010880,a01986926
n#018742,n03436290
v#005784,v01188987
n#024478,n04395201
a#012212,a02211024
n#028534,n05156673
n#030612,n05565548
n#064937,n12046028
n#036812,n06824227
a#005327,a00973844
n#009698,n01889328
n#078129,n14585808
n#033222,n06118370
n#039004,n07210225
n#036903,n06838005
n#013473,n02536864
v#001491,v00308775
n#072644,n13607985
n#082212,n80000098
n#047008,n08679369
n#045004,n08261958
n#048434,n09001184
n#009202,n01797472
v#007392,v01489465
n#072030,n13480667
a#017976,a03130585
n#023831,n04286128
n#045117,n08281682
n#055739,n10304650
n#008535,n01670673
n#081232,n15142167
n#015031,n02810139
n#050952,n09491324
n#044773,n08222571
n#047859,n08878708
n#081351,n15163005
a#010837,a01978237
r#001399,r00205375
v#001312,v00274633
n#057582,n10620586
n#046314,n08539893
n#082546,n80000432
n#055187,n10212338
r#002648,r00388494
n#045387,n08334693
n#033358,n06152311
n#029845,n05408684
n#053539,n09938272
a#015441,a02742972
r#000786,r00125012
n#079667,n14870525
n#024066,n04324741
n#011773,n02246487
n#054612,n10121246
n#028845,n05218899
a#005177,a00945399
n#025924,n04642596
a#009567,a01742537
n#026008,n04659730
v#010570,v02118242
v#008897,v01787955
n#025241,n04522421
a#018233,a80000078
n#004696,n00919877
n#040028,n07397355
a#011443,a02088314
n#045491,n08358824
n#020830,n03786715
n#026170,n04693096
n#031915,n05819338
n#068758,n12846335
n#068645,n12823164
n#041784,n07682477
a#001191,a00217183
n#075192,n14044719
n#015851,n02942147
a#004002,a00723015
n#070140,n13137409
v#007561,v01522276
n#035144,n06513255
n#017556,n03230149
n#001355,n00286957
n#076546,n14296399
n#020249,n03685962
n#043283,n07909129
n#005846,n01143040
n#017744,n03262519
n#051983,n09683559
n#043392,n07923748
n#022572,n04081844
n#011499,n02199170
n#008000,n01573074
n#080633,n15036638
n#054749,n10143371
n#080015,n14928518
n#045312,n08320201
n#050677,n09441352
n#060382,n11124088
n#034017,n06291603
r#002438,r00356151
n#074811,n13971065
n#044354,n08128964
n#054570,n10115430
n#010450,n02020777
n#011111,n02131211
n#057944,n10684146
v#002356,v00485147
a#002560,a00455824
a#005128,a00936038
n#027099,n04882813
n#014389,n02697438
v#000668,v00145623
n#006065,n01185981
n#029232,n05293420
n#063883,n11825211
a#014880,a02662933
n#080176,n14954733
n#032466,n05933246
n#015702,n02918595
n#027783,n05009758
n#043561,n07953499
n#034656,n06414948
a#014161,a02553017
a#005219,a00952653
n#009531,n01851573
r#003117,r00453580
n#049412,n09194710
n#029350,n05316407
a#000910,a00168820
n#018830,n03449564
n#024817,n04451318
a#012352,a02235188
n#014208,n02665687
n#032484,n05936016
n#030429,n05528060
n#013807,n02597173
n#038323,n07082573
n#032575,n05955186
n#070812,n13264076
n#025776,n04612623
a#003199,a00574010
n#071517,n13385583
n#039951,n07383475
r#000396,r00068753
n#065815,n12232683
n#041465,n07637292
a#017605,a03071838
n#039842,n07363346
n#025057,n04491769
n#023418,n04222847
n#033809,n06250444
a#003003,a00536998
n#075812,n14168792
n#023916,n04300281
n#061691,n11355669
n#033657,n06217464
n#004212,n00828082
n#054892,n10164025
n#034866,n06460926
n#012208,n02321759
a#013347,a02411447
v#008154,v01637982
a#004454,a00808940
v#010037,v02015384
n#038262,n07064055
n#062548,n11511765
a#010295,a01876261
n#051486,n09583321
n#027346,n04930307
a#004937,a00901345
n#029550,n05354744
n#035744,n06624816
n#020083,n03656484
n#044668,n08195636
n#005987,n01170175
a#004864,a00887062
a#010246,a01866429
a#014887,a02663798
a#009913,a01805489
n#019706,n03595860
n#061570,n11333762
a#010454,a01907293
n#035645,n06608617
n#063380,n11720088
n#019611,n03580845
v#005395,v01115006
n#027589,n04973816
n#011610,n02218235
a#006877,a01257145
a#003925,a00706974
n#043302,n07911677
n#079837,n14900184
n#076041,n14212670
r#001562,r00229399
n#072453,n13565781
n#017585,n03234952
n#012253,n02331046
n#022598,n04086446
n#022365,n04044955
n#051278,n09545000
n#039453,n07289588
n#036596,n06784966
n#066238,n12321077
a#012149,a02203500
n#013397,n02523338
n#025525,n04571292
n#030207,n05481746
n#031445,n05724234
n#039772,n07350069
n#028322,n05113929
n#024327,n04369856
n#028441,n05137402
n#027665,n04986796
v#005020,v01045318
a#013033,a02352650
a#009580,a01745517
n#004831,n00945916
a#012716,a02297409
n#059159,n10893606
a#006976,a01277952
n#054037,n10025391
n#029850,n05409945
n#051317,n09553599
n#040922,n07555402
a#018167,a80000012
n#065612,n12183636
n#026103,n04680133
n#003182,n00628692
n#000215,n00067254
n#025464,n04560804
n#031849,n05806380
n#061204,n11269367
n#064234,n11898775
v#009872,v01983006
n#003050,n00604523
n#071539,n13389864
v#001670,v00342640
v#002309,v00474762
n#037354,n06918396
n#067550,n12598027
n#028928,n05236029
n#060521,n11148259
n#067659,n12620546
a#012373,a02238462
n#060849,n11204962
n#067487,n12586725
v#008416,v01690163
n#012721,n02407390
a#002173,a00386303
n#022254,n04027367
n#007878,n01552523
n#061187,n11266117
n#035442,n06571938
n#032707,n05980750
n#029460,n05338614
v#001623,v00333426
n#078472,n14658422
n#000405,n00103737
v#013127,v02647497
n#041020,n07574780
n#065925,n12255452
n#082390,n80000276
n#047620,n08813807
v#002451,v00503569
n#069396,n12973937
n#019106,n03493664
n#082023,n15283554
n#006988,n01372199
n#008394,n01641577
n#046232,n08511473
n#079563,n14853112
n#058915,n10848641
n#050211,n09348827
n#017995,n03308614
n#076373,n14268221
n#050833,n09468447
n#042936,n07857356
v#003312,v00674340
n#079378,n14820052
n#063502,n11744011
n#072576,n13591998
n#057066,n10535196
n#014835,n02777402
n#046322,n08541130
n#048648,n09051235
n#011698,n02233767
a#004736,a00863946
n#000584,n00135952
a#017145,a03000725
n#050880,n09477427
a#016395,a02883210
n#022811,n04121142
n#048894,n09098027
n#069683,n13033879
v#012950,v02611106
n#046309,n08539072
n#039366,n07273616
n#067465,n12582231
v#002038,v00418563
n#021924,n03970363
n#069702,n13037585
n#079059,n14766265
n#053800,n09983889
a#001856,a00333987
n#005353,n01046984
n#069073,n12911673
r#003542,r00508070
n#036016,n06674947
n#015335,n02857644
a#008078,a01475160
a#017505,a03055374
a#013263,a02396720
n#045623,n08384900
n#070949,n13287239
v#006826,v01379256
n#045772,n08412492
n#061112,n11251788
n#074077,n13835427
n#025005,n04483073
n#033356,n06151942
v#008432,v01693138
v#009133,v01840505
n#034669,n06416766
n#070428,n13191318
n#070411,n13187826
a#016194,a02851451
a#011221,a02047051
n#019395,n03541393
v#013405,v02705132
n#046451,n08565214
n#038881,n07187996
n#082774,n80000660
n#004649,n00910856
a#004344,a00789281
n#057127,n10544748
n#060822,n11200090
a#006036,a01098492
n#018357,n03370927
v#005169,v01071632
n#006136,n01201773
v#002650,v00538571
n#030306,n05502855
n#016161,n02994573
n#006067,n01186397
a#000808,a00149262
n#012616,n02389261
n#049219,n09158501
v#008064,v01616151
n#047312,n08747494
n#033128,n06095022
v#006608,v01339294
n#038405,n07096661
n#024574,n04410760
n#061969,n11402626
v#009294,v01873530
n#043439,n07930205
n#044448,n08152198
n#013317,n02508742
n#006297,n01231296
n#046038,n08474875
n#008936,n01742447
n#068913,n12876032
n#081812,n15244942
v#004372,v00907066
v#005469,v01129064
n#009873,n01918010
v#000354,v00071547
n#050950,n09491038
n#017303,n03188290
n#018224,n03350352
n#042826,n07842202
n#013258,n02498743
n#077601,n14489361
n#075686,n14141238
n#078686,n14698405
n#074942,n13996300
n#044937,n08250168
n#037657,n06963429
n#057405,n10590764
n#066109,n12295237
n#072814,n13636866
v#005930,v01217617
n#004306,n00846817
n#074411,n13895262
a#000623,a00118238
n#017069,n03147901
v#012290,v02469711
a#003818,a00685638
n#021234,n03855464
v#004138,v00857517
v#005893,v01209953
n#030975,n05634910
n#004683,n00917759
v#013317,v02688527
n#061423,n11309164
v#013066,v02634567
n#050744,n09453288
n#030896,n05620050
r#001329,r00195342
a#015885,a02804139
v#012680,v02552829
n#078459,n14654541
n#075688,n14141656
n#020112,n03662016
a#001509,a00269894
n#059885,n11031420
n#010641,n02053279
n#041169,n07596362
n#028834,n05216102
n#046650,n08604891
n#075078,n14022369
v#004429,v00918872
n#010253,n01987228
n#034533,n06391766
a#002240,a00396958
n#001608,n00330674
n#073424,n13722522
n#075661,n14135277
n#071903,n13454950
n#040894,n07550369
n#003723,n00729919
n#015794,n02932693
r#002584,r00379556
v#011688,v02345288
n#080348,n14984799
n#008323,n01628450
n#042608,n07808166
n#051196,n09531955
a#007402,a01359035
n#065140,n12089320
n#051060,n09511519
n#039227,n07250034
n#038900,n07190941
n#045458,n08352848
r#002716,r00398204
n#049360,n09183532
n#014664,n02748491
n#061143,n11257932
n#018778,n03441778
v#011701,v02348182
n#075117,n14029943
v#012847,v02588464
a#015776,a02788651
n#005123,n01005473
n#040372,n07459778
n#011390,n02180427
n#040138,n07415730
n#041893,n07697699
r#002149,r00312252
n#015449,n02876537
n#056290,n10395926
n#063239,n11690612
n#059001,n10864064
n#041930,n07702796
n#008031,n01577941
n#074878,n13983807
n#082346,n80000232
n#029318,n05309965
n#048643,n09049599
n#078347,n14628494
n#058379,n10751710
n#001460,n00305153
v#013695,v02758399
r#002421,r00353916
n#082526,n80000412
n#052150,n09709441
n#057317,n10577284
n#017086,n03150661
n#009381,n01826542
n#032895,n06024936
n#081669,n15220743
n#011791,n02249256
n#067820,n12653218
n#032986,n06050901
n#055688,n10295951
v#008069,v01616901
n#011682,n02230634
n#055943,n10336537
n#000839,n00184981
n#066032,n12278371
a#011140,a02032953
n#034919,n06471242
n#021341,n03872016
n#026870,n04837931
n#016432,n03038870
n#050726,n09449949
n#004330,n00851994
n#081882,n15258179
n#016191,n03000021
